2451863.849647	-8.81	5.26
2451863.851082	0.85999918673512	6.52
2451863.852501	5.43999838253808	5.89
2451892.823736	-16.9564206336016	5.94
2451892.825172	-3.26642144743334	5.63
2451892.826605	-6.82642225956474	5.35
2451916.80851	2.87998635279676	5.14
2451916.809933	8.47998554633275	6.07
2451916.811375	10.4899847291006	5.3
2451918.728821	1.36889804512519	6.06
2451918.730253	-1.31110276643934	6.16
2451918.731667	-13.0711035678028	5.71
2451946.604424	-24.226900037889	8.1
2451946.605852	-10.2769008471868	8.36
2451946.607257	-20.0569016434498	8.65
2452234.837841	1.41974796397537	2.51
2452234.845445	-0.17025634547852	2.25
2452234.85305	-1.24026065549901	2.34
2452280.825553	1.05368511282135	2.48
2452280.833169	1.34368079656659	2.27
2452280.840785	-1.36632351968791	2.36
2452308.757462	6.71785511921969	2.46
2452308.765055	6.59785081600007	2.47
2452308.77259	6.6278465456508		2.19
2452318.678954	0.02223226133051	2.31
2452318.686477	1.15222799778238	2.56
2452318.693954	-1.117776239696		2.47
2452319.610311	-0.25829557138408	2.67
2452319.61788	-0.68829986100196	2.54
2452319.625473	0.90169583577815	2.45
2452321.634539	-7.99944277246832	2.56
2452321.642132	-5.84944707568794	2.68
2452321.649516	-2.39945126045995	2.65
2452618.813812	6.40213529868569	2.49
2452618.822464	3.68213039529363	2.61
2452618.830862	1.31212563585207	2.48
2452638.842357	-0.16921558102664	2.26
2452638.850922	-4.30922043511303	2.31
2452638.859302	-2.11922518435328	2.3
2452649.701425	4.15463020384387	3.16
2452649.710135	2.75462526758119	2.75
2452649.718856	5.45462032508424	3.23
2452659.740876	-1.60105950555233	2.34
2452659.749221	2.59893576504316	2.5
2452659.757809	-0.7910691020781	2.5
2452708.565147	2.55127006570846	2.76
2452708.571999	1.10126618243945	2.42
2452708.578776	0.65126234167551	2.71
2452709.523797	1.62072676509248	2.76
2452709.530661	1.6407228750226	2.49
2452709.537524	-3.6192810144804	2.79
2452711.626413	-0.42046486122373	2.63
#2452711.630469	-5.07046715990144	22.83
2452711.635591	2.11952993728138	2.41
2452711.642443	3.85952605401237	2.43
2452711.649242	-0.16047779921984	2.64
2453073.773605	7.81429360901833	2.66
2453073.780445	1.3742897325502	2.87
2453073.787245	9.09428587875164	2.7
2453341.833653	-1.15762543255864	2.62
2453430.710131	2.46200514664486	2.46
2453453.518396	-8.20092109799586	2.36
2453455.514544	3.21794761484192	2.09
2453667.867353	-4.74240017834922	2.46
2453691.84777	-3.08599072268578	2.29
2453802.628426	1.35122598972482	2.2
2454106.747611	2.58887096906763	2.11
2454137.735895	3.21130882043534	2.59
2454170.756334	2.62259497820954	2.73
2454184.687579	2.96469965250106	2.4
