2.453815722705749795e+06 2.564273691998641524e+00 6.527010630101987010e-01
2.454568520329860039e+06 -4.665904395275427774e+00 7.505799519527898145e-01
2.455153849309389945e+06 1.577359173118730196e+00 7.464883019377314133e-01
2.455158835823710077e+06 -4.862919957395753556e+00 7.014874730172800943e-01
2.455159849415339995e+06 -3.278202769125666549e+00 9.450907349412703828e-01
2.455160806451370008e+06 -3.908726519705317592e+00 8.236087745822582296e-01
2.455161847186570056e+06 -2.661600190103332153e+00 7.179301138141522820e-01
2.455162849180120043e+06 -2.560532756875177895e+00 8.397033538575970901e-01
2.455164840538769960e+06 -7.668880612287150011e-01 7.725375251366523033e-01
2.455165851028279867e+06 -3.181902656605419821e+00 7.176981529322291609e-01
2.455167837235589977e+06 -8.436380137251726641e-01 8.081189632604383055e-01
2.455235707372790202e+06 3.545067590076858899e+00 6.959871864724427315e-01
2.455236816876970232e+06 3.261707607812266652e+00 1.051533992358906433e+00
2.455276580590669997e+06 -3.346715193706570446e+00 1.018399648972353466e+00
2.455277666316430084e+06 0.000000000000000000e+00 5.956435228392458203e-01
2.455278600634260103e+06 1.919894263850993876e-01 9.886680885710001920e-01
2.455279595029709861e+06 -1.283601534333487892e+00 1.406793849366319238e+00
2.455280643113929778e+06 -2.378759174018519218e+00 9.651138248363345662e-01
2.455281589349090122e+06 -2.087432836023450200e+00 9.858719750919530123e-01
2.455282576599949971e+06 1.130851433824725305e+00 9.796449973011103207e-01
2.455283597875949927e+06 -2.582414931712904149e+00 1.205689831342797058e+00
2.455284613815280143e+06 -4.151129662971195344e+00 6.842303663320274953e-01
2.455304572192680091e+06 1.921171747662265172e+00 1.744497841649981007e+00
2.455306553370269947e+06 4.429582278192804701e+00 6.667213535239482347e-01
2.455308521328010131e+06 6.502874666963307071e+00 7.175574745347697014e-01
2.455309533226300031e+06 1.123384902238230154e+01 6.455322406673087432e-01
2.455574839191230014e+06 6.884998999630496108e-01 8.434691240991475381e-01
2.455592796751060057e+06 5.879186639066254827e+00 7.415242003715132313e-01
2.455611665349110030e+06 9.097554503317715202e-01 7.753661229819553968e-01
2.455615646237399895e+06 -2.350962635277848989e+00 7.373736537518496004e-01
2.455619640517060179e+06 3.146475022513719466e+00 8.972462591284248168e-01
2.455631684570970014e+06 3.652824926147394180e+00 1.180537348618200699e+00
2.455640621159609873e+06 6.399145069164937638e+00 1.203025910043899360e+00
2.455655478624939919e+06 5.135285392251874192e+00 7.875997307275049986e-01
2.455672600766459946e+06 -1.913248606787950168e+00 9.160250497702562278e-01
2.455681553156610113e+06 8.275143845982739499e-02 1.048040288222876315e+00
2.456309818893009797e+06 -4.555020169370966876e+00 9.264112291515872455e-01
2.456310809707290027e+06 -1.737240219754692117e-01 9.435460161832127657e-01
2.456311777463709936e+06 4.804089818243342691e+00 1.172804164429614993e+00
2.456315661661520135e+06 3.001480589982453040e+00 1.612420912079105317e+00
2.456318756156200077e+06 -1.759437646207949735e+00 1.106312141983804676e+00
2.456322768356699962e+06 4.172943251365456518e+00 1.007014040474588867e+00
2.456324818715469912e+06 1.433700082250455310e+00 1.106722016040047052e+00
2.456329756162479986e+06 -6.289617094287336396e-01 1.140055025979349823e+00
2.456330823862739839e+06 -6.967458455809298901e-01 1.094026664202113919e+00
2.456331824673309922e+06 6.124667167301864890e-01 1.193477504910371856e+00
2.456334802130729891e+06 1.041219089584432655e+00 1.119375762930912677e+00
2.456336792338440195e+06 -3.209072678045046700e+00 9.948240884139806228e-01
